Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
70,3,5,1,7,1,10,4,1
56,3,5,1,7,1,4,6,1
75,3,5,1,7,1,4,6,0
120,3,5,1,7,1,4,4,1
63,3,5,1,7,1,4,2,1
63,3,5,1,7,1,4,3,1
35,3,5,1,7,1,4,3,1
35,3,5,1,7,1,4,5,0
80,3,5,1,7,1,4,2,1
45,3,5,1,2,1,4,5,1
56,3,5,1,2,1,4,2,1
28,3,5,1,7,1,4,2,1
35,3,5,1,7,1,4,2,1
35,1,2,1,2,1,4,2,1
63,3,5,2,2,1,4,4,0
35,3,5,2,7,4,7,3,1
48,1,6,1,7,1,1,4,0
15,3,5,6,7,2,10,2,1
30,1,6,2,2,2,4,4,1
84,1,2,1,2,1,7,5,1
96,1,2,1,2,1,7,5,1
54,1,2,1,2,1,7,3,1
63,1,2,1,2,1,3,2,1
110,1,2,1,2,1,7,4,1
169,1,2,1,3,1,7,9,1
147,1,2,1,2,1,7,5,1
72,1,2,1,2,1,7,5,1
120,1,9,1,2,1,7,4,1
48,1,2,1,4,1,10,1,1
96,1,2,1,4,1,3,2,1
45,1,2,1,3,1,7,5,0
72,1,6,1,10,1,7,5,1
48,3,7,1,6,1,7,5,0
93,1,2,1,2,1,1,6,1
143,1,2,1,2,1,3,5,1
40,1,2,1,3,1,7,3,1
35,1,6,1,10,1,7,1,1
84,1,2,1,3,1,7,2,1
40,3,7,1,3,1,7,1,1
56,1,2,1,10,1,10,2,1
53,1,2,1,10,1,1,1,1
90,1,6,1,10,2,2,4,0
48,1,6,1,10,3,10,1,0
48,1,2,1,10,1,7,4,1
63,1,2,1,10,1,10,7,1
54,1,2,1,10,1,10,5,0
70,1,2,1,2,1,7,1,1
48,4,6,6,10,1,7,4,1
72,1,2,1,10,1,10,4,0
54,1,2,6,10,2,10,3,0
30,4,6,1,2,3,10,2,1
50,3,7,1,10,1,10,2,0
72,1,6,6,10,1,10,3,0
120,1,2,1,10,1,10,4,1
77,1,2,1,10,1,10,2,1
66,1,2,1,10,1,10,5,1
66,1,2,1,10,1,10,4,1
60,1,2,1,10,1,10,5,0
104,1,2,1,10,1,10,4,0
223,1,2,1,10,1,7,4,1
223,1,6,1,10,1,7,4,1
72,1,2,1,10,1,10,3,1
35,1,6,6,10,1,10,7,0
213,1,6,6,10,1,10,2,1
30,3,7,6,10,2,10,3,0
84,1,2,6,10,1,7,3,1
72,1,2,1,10,1,10,7,0
49,3,6,6,10,2,7,4,0
56,1,2,6,2,1,10,3,1
24,4,7,6,3,4,10,4,1
70,3,5,1,3,1,7,5,1
32,3,5,6,3,2,10,1,1
35,4,7,1,3,2,10,2,1
77,1,2,1,3,1,10,10,1
24,1,6,6,3,2,10,2,1
50,1,2,1,3,1,10,5,1
45,3,5,1,3,1,10,2,1
115,1,2,1,2,1,3,4,1
39,1,6,6,3,2,10,4,1
72,1,6,6,3,1,10,5,1
40,4,5,1,5,2,10,2,0
60,1,6,6,3,2,10,3,1
88,1,2,1,3,1,7,4,1
90,1,2,1,3,1,10,7,1
93,1,2,1,3,1,3,5,1
15,3,7,6,3,2,10,1,1
54,1,2,1,3,1,10,2,1
35,1,6,2,3,1,7,3,1
99,1,2,1,3,1,10,4,1
48,3,6,1,4,1,7,7,1
120,1,6,1,4,1,7,2,1
91,1,6,1,2,1,7,3,1
136,1,2,1,2,1,3,4,1
96,1,2,1,4,1,7,2,1
28,1,2,6,3,2,7,2,1
84,1,2,1,3,1,7,4,1
190,1,2,1,3,1,7,3,1
54,1,6,6,3,1,10,5,1
84,1,2,1,3,1,7,4,1
90,1,6,6,3,1,7,5,1
60,3,6,1,2,2,7,4,1
84,7,5,6,2,1,7,6,1
182,1,4,1,2,1,3,3,1
65,3,5,6,3,1,7,9,0
35,1,6,6,2,1,7,11,1
35,1,4,6,3,1,7,2,1
102,1,2,1,3,1,7,3,1
160,1,2,6,3,1,7,2,1
84,3,5,6,3,1,7,6,1
316,1,2,1,2,1,7,3,1
40,4,6,6,2,2,7,1,1
91,1,2,1,5,1,10,3,1
117,1,2,1,2,1,3,4,1
90,1,2,1,5,1,7,3,1
104,1,2,1,2,1,7,4,1
55,3,6,1,2,1,7,4,1
56,1,2,2,5,1,7,1,1
84,1,2,1,2,1,7,3,1
112,1,2,1,2,1,7,4,1
96,1,2,1,5,1,10,5,1
90,1,2,1,2,1,7,4,1
60,1,6,6,5,1,7,3,1
72,3,5,1,2,1,10,6,0
96,1,2,1,2,1,7,2,1
104,1,2,1,5,1,7,6,1
88,1,2,1,5,1,7,5,1
84,1,2,1,2,1,7,6,1
98,1,2,1,2,1,7,5,1
96,4,7,1,5,1,7,4,0
91,1,2,1,2,1,7,4,1
105,1,2,1,2,1,7,6,1
108,1,2,1,2,1,7,3,1
150,1,2,1,2,1,7,3,1
35,1,6,1,2,1,7,3,1
50,3,7,1,2,1,7,2,1
105,1,2,1,5,1,7,6,1
360,1,2,1,2,1,7,4,1
180,1,2,1,2,1,7,3,1
192,1,2,1,2,1,7,3,1
96,1,2,1,2,1,7,1,1
120,1,2,1,2,1,7,2,1
180,1,1,1,2,1,7,4,1
150,1,2,1,5,1,7,2,1
72,1,2,1,2,1,7,6,1
70,3,5,1,5,1,10,1,1
70,1,2,1,2,1,7,1,1
72,1,2,1,2,1,7,4,1
84,1,2,1,2,1,7,5,1
70,1,2,1,2,1,7,2,1
36,1,6,1,2,1,10,6,0
99,1,4,1,2,1,10,4,1
117,1,6,1,5,1,10,3,1
216,1,4,1,3,1,7,5,1
228,1,4,1,10,1,10,7,0
119,1,4,1,5,1,7,4,1
120,3,4,1,10,1,10,6,0
136,1,4,1,3,1,10,5,1
54,1,4,1,3,1,3,3,1
96,1,4,1,5,1,2,3,1
63,1,2,1,5,1,10,2,1
90,1,2,1,2,1,7,5,1
98,1,6,1,4,1,7,4,1
77,1,2,1,3,1,7,6,1
90,1,2,1,4,1,7,5,1
77,1,2,1,4,1,10,3,1
48,1,2,1,5,1,7,3,1
72,3,5,1,4,1,10,10,0
105,1,2,1,2,1,7,4,1
35,3,7,1,3,1,10,1,1
130,1,4,1,3,1,7,6,1
16,3,4,6,2,2,7,2,1
104,1,4,1,2,1,7,5,0
77,1,6,1,2,1,7,6,1
54,3,5,1,3,1,7,7,1
32,4,7,1,3,1,7,10,0
245,4,7,1,3,2,7,8,0
45,3,5,1,3,1,7,12,0
96,1,6,1,3,1,7,5,0
84,1,6,1,2,1,7,5,1
128,1,4,1,2,1,7,6,1
48,3,5,6,3,1,7,5,1
52,4,5,6,2,1,7,5,1
36,7,5,6,2,1,7,4,1
96,1,6,6,2,1,7,4,1
60,3,7,6,3,1,7,5,1
12,4,7,6,3,2,10,2,1
72,4,7,6,3,2,10,7,1
48,3,5,6,1,1,7,6,1
136,1,4,6,2,1,10,8,1
45,1,2,1,3,1,0,1,1
66,1,6,1,3,1,10,6,1
72,1,2,1,3,1,10,3,1
48,1,6,6,3,1,10,4,0
54,1,6,1,3,1,10,4,1
84,1,6,1,3,1,10,6,0
32,3,6,1,3,2,10,7,0
60,1,2,1,3,1,7,1,1
51,1,2,1,3,1,10,6,1
77,1,6,1,3,1,10,5,0
28,4,7,6,5,2,10,4,1
171,1,2,1,6,1,10,4,1
60,1,6,1,5,1,10,5,1
120,1,2,1,5,1,7,2,1
105,1,2,1,5,1,10,3,1
61,1,2,1,2,1,7,2,1
150,1,2,2,5,1,7,3,1
61,1,6,1,5,1,10,7,1
120,1,7,1,6,1,7,6,1
60,1,2,1,5,1,10,3,1
120,1,2,1,2,1,7,3,1
110,1,2,1,2,1,7,5,1
126,1,2,1,2,1,7,6,1
180,1,2,1,5,1,7,5,1
102,1,2,1,2,1,7,4,1
105,1,2,1,5,1,10,2,1
105,1,2,1,4,1,10,1,1
250,1,2,1,2,1,7,1,1
117,1,2,1,1,1,7,5,1
16,1,2,1,5,1,10,1,1
99,1,2,1,2,1,10,5,1
105,1,2,1,2,1,3,5,1
28,4,6,1,2,1,10,3,1
28,1,6,1,4,1,7,5,1
65,1,2,1,2,1,10,5,1
63,1,6,1,2,1,7,2,1
180,1,1,1,4,1,3,5,1
168,1,2,1,2,1,7,3,1
78,1,2,1,4,1,7,3,1
105,1,2,1,3,1,7,4,1
65,1,2,1,5,1,7,4,1
105,1,2,1,2,1,3,3,1
60,4,6,1,5,1,7,6,1
50,4,6,6,5,1,10,3,1
72,1,2,1,2,1,7,5,1
84,1,2,1,2,1,7,4,1
15,4,7,1,5,1,10,1,1
72,1,2,1,5,1,10,6,1
128,1,2,1,2,1,3,4,1
90,1,2,1,5,1,10,3,1
78,1,2,1,4,1,7,3,1
54,1,2,1,4,1,10,3,1
78,1,2,1,4,1,10,5,0
90,1,2,1,4,1,7,6,1
40,1,2,1,4,1,10,1,1
147,1,2,1,4,1,10,2,1
100,1,2,1,4,1,10,3,1
65,1,2,1,4,1,10,8,1
90,1,2,1,2,1,7,4,1
84,1,6,1,4,1,10,2,1
90,1,2,1,4,1,10,6,1
65,1,2,1,4,1,10,6,0
84,1,2,1,4,1,7,2,1
161,1,2,1,2,1,7,4,1
105,1,2,1,4,1,7,3,1
84,1,2,1,2,1,7,6,1
30,3,5,1,10,4,10,1,1
65,1,2,1,4,1,10,3,1
60,1,2,1,2,1,10,2,1
77,1,2,1,4,1,7,3,1
96,1,2,1,4,1,7,3,1
84,1,6,1,4,1,10,1,1
54,1,2,1,4,1,10,3,1
54,1,2,1,2,1,7,4,1
40,1,2,1,2,1,10,6,1
96,1,6,6,4,2,7,1,1
105,1,2,1,2,1,7,4,1
20,4,7,6,4,4,10,1,1
78,1,2,1,2,1,7,7,1
153,1,2,1,2,1,7,3,1
60,1,2,1,6,1,10,2,1
78,1,6,1,6,1,7,3,1
72,1,2,1,6,1,10,5,1
60,1,2,1,5,1,10,4,1
72,1,2,1,2,1,7,3,1
98,1,2,1,5,1,10,2,1
45,1,6,6,5,1,10,2,1
72,1,2,1,5,1,10,5,1
98,1,2,1,5,1,7,1,1
45,1,6,1,5,1,10,1,1
60,1,2,1,10,1,10,4,1
25,1,6,1,5,2,10,2,1
70,1,6,1,2,1,7,2,1
104,1,2,1,5,1,7,4,1
54,1,2,1,5,1,10,5,1
120,1,2,1,2,1,7,2,1
80,1,2,1,2,1,3,6,1
70,1,2,1,2,1,7,3,1
91,1,2,1,2,1,7,1,1
225,1,2,1,2,1,3,5,1
50,3,7,6,5,2,7,3,1
32,3,7,6,7,2,7,3,1
35,1,6,1,7,1,7,4,1
78,3,5,1,7,2,10,4,1
42,3,5,1,7,1,7,4,1
45,3,5,1,7,2,10,1,1
42,6,7,2,7,2,7,6,1
72,1,2,1,7,1,10,4,1
50,1,6,6,7,1,7,3,1
50,3,7,6,5,1,10,7,1
98,1,2,1,10,1,10,4,1
140,1,4,1,5,1,7,3,1
72,1,2,1,6,1,10,7,1
72,1,2,1,10,1,2,1,1
84,1,2,1,10,1,3,4,1
60,1,6,1,10,1,10,1,1
60,1,2,1,2,1,7,5,1
78,1,6,1,10,1,10,5,1
60,1,6,1,2,1,10,6,1
72,1,2,1,2,1,10,6,1
84,3,5,1,5,1,10,6,1
72,1,6,1,5,1,10,2,1
54,3,5,1,4,1,10,7,1
84,1,6,1,5,2,7,5,1
42,1,6,1,5,2,10,6,0
84,3,5,1,5,1,10,6,0
60,3,5,1,5,1,10,4,1
62,3,7,1,5,1,10,3,1
35,3,5,1,5,1,10,3,1
72,3,5,1,5,1,10,7,0
84,3,5,1,3,1,10,5,1
65,3,5,1,3,1,10,2,1
60,3,5,1,2,1,7,2,1
72,1,2,1,3,1,10,3,1
91,3,5,1,3,1,10,2,1
60,3,5,1,3,1,7,7,1
60,3,5,1,3,1,10,3,1
91,3,5,1,3,1,10,2,1
98,1,2,1,2,1,7,3,1
91,3,5,1,3,1,10,4,0
160,3,5,1,3,1,10,3,1
88,1,2,1,2,1,7,5,1
40,3,5,1,3,2,10,6,0
98,3,5,1,5,1,7,3,1
84,1,6,1,2,1,7,1,1
55,3,5,1,3,1,10,4,1
60,3,5,1,3,1,10,2,1
84,3,5,1,3,1,10,1,1
96,3,5,1,3,2,10,2,1
84,3,5,1,5,1,10,2,1
84,1,6,1,7,3,10,2,1
76,1,2,1,7,3,7,5,1
96,1,2,1,7,3,10,5,1
72,3,5,1,7,3,10,3,1
189,1,2,1,7,3,7,5,1
72,3,5,1,7,3,10,3,1
72,1,6,6,3,3,10,7,1
96,1,6,1,7,3,10,3,1
180,3,5,1,7,3,7,3,1
60,3,5,1,8,3,10,3,1
135,1,2,6,7,3,10,5,1
90,3,5,1,7,3,10,2,1
96,1,2,1,7,3,7,5,1
192,1,6,1,7,3,7,3,1
150,3,5,1,7,3,10,5,1
63,1,2,1,7,3,7,8,1
63,3,6,4,7,3,10,1,1
192,1,2,1,7,3,7,4,1
48,3,5,2,7,3,7,1,1
300,1,2,1,7,3,10,7,1
192,1,5,1,5,1,7,2,1
144,1,6,1,5,1,7,4,1
112,3,5,2,5,1,7,5,1
162,3,5,1,5,1,7,4,1
216,1,2,1,5,1,7,1,1
171,3,5,1,7,1,7,4,1
114,3,5,1,5,1,7,5,1
84,1,6,1,5,1,7,3,1
54,3,5,1,5,2,10,2,1
126,3,5,1,5,1,7,4,1
98,1,6,1,5,1,7,4,1
133,3,5,1,4,1,7,4,1
180,3,5,1,7,1,7,6,1
135,3,5,1,4,1,10,2,1
135,3,5,1,5,1,10,2,1
266,3,5,1,5,1,7,2,1
135,3,5,1,4,1,7,2,1
135,3,5,1,4,1,7,4,1
60,3,7,1,5,1,7,2,1
104,3,5,1,4,3,7,4,1
104,3,5,1,7,1,7,3,1
135,3,5,1,7,2,10,6,1
135,3,5,1,7,1,7,4,1
216,3,5,1,7,1,10,3,1
150,3,5,1,7,1,7,3,1
72,3,5,1,7,1,7,2,1
82,3,5,1,7,1,10,4,1
135,4,7,6,7,2,10,6,1
135,3,5,1,7,1,7,1,1
120,3,5,1,8,1,7,5,1
40,1,2,1,7,1,7,4,1
30,1,2,1,8,1,10,1,1
56,1,6,6,7,2,10,1,1
132,1,2,1,7,1,7,4,1
156,1,2,1,2,1,3,5,1
56,1,6,1,7,1,10,2,1
142,1,2,1,8,1,10,5,1
130,1,2,1,2,1,3,4,1
56,1,6,1,8,1,10,3,1
148,1,6,1,8,1,10,5,1
110,1,4,1,2,1,7,6,1
108,1,4,1,2,1,7,7,1
80,1,6,1,7,1,7,7,1
70,4,6,1,2,1,7,5,1
49,1,4,1,7,1,7,2,1
276,1,4,1,2,1,3,6,1
96,1,4,1,2,1,3,3,1
87,1,4,1,7,1,10,2,1
121,1,4,1,2,1,7,3,1
102,1,4,1,7,1,10,2,1
84,1,4,1,2,1,7,1,1
128,1,4,1,2,1,7,2,1
99,1,4,1,2,1,7,2,1
69,1,2,1,7,1,7,3,1
84,1,2,1,2,1,7,6,1
105,1,2,1,2,1,3,3,1
90,1,6,1,5,1,7,3,1
96,1,4,1,2,1,7,2,1
150,1,2,1,2,1,7,2,1
45,1,6,1,7,1,7,1,1
15,1,6,1,7,3,10,1,1
128,1,2,1,7,1,7,3,1
48,1,2,1,7,1,10,2,1
35,1,2,1,7,1,10,4,1
80,1,2,1,7,1,7,4,1
30,3,5,1,7,1,10,1,1
35,1,6,1,7,1,10,1,1
150,1,2,1,7,1,7,4,1
260,1,2,1,7,1,7,4,1
89,1,6,1,7,1,10,7,1
78,1,2,1,10,1,7,5,1
98,1,2,1,10,1,7,4,1
84,1,2,1,10,1,7,2,1
98,1,2,1,10,1,10,6,1
60,1,2,1,10,1,1,3,1
96,1,2,1,10,1,3,2,1
91,1,2,1,10,1,10,1,1
91,1,2,1,10,1,7,5,1
72,1,6,1,2,1,1,3,1
104,1,2,1,10,1,3,2,1
96,1,2,1,10,1,10,5,1
21,3,5,1,10,1,10,1,1
45,3,5,1,10,3,10,1,1
60,3,5,6,10,1,10,4,1
45,3,5,1,10,1,10,2,1
32,3,5,1,10,1,10,8,0
63,1,6,1,10,1,10,5,1
24,3,5,6,10,1,10,1,1
54,6,6,1,10,1,7,3,1
160,1,6,1,10,1,10,6,1
54,1,2,1,4,1,10,4,1
84,1,2,1,2,1,10,3,1
234,1,6,1,2,1,7,9,1
72,1,6,1,2,1,7,3,1
96,1,2,1,2,1,7,2,1
106,1,2,1,4,1,7,2,1
72,1,2,1,2,1,7,4,1
42,1,6,1,2,1,10,1,1
105,1,6,1,2,1,7,4,1
98,1,6,1,2,1,7,7,0
96,3,5,6,2,1,10,7,0
84,1,2,1,2,1,7,2,1
105,1,2,1,2,1,3,3,1
135,1,2,1,5,1,7,3,1
96,1,2,1,2,1,7,4,1
112,1,2,1,2,1,10,5,1
28,3,5,1,4,1,7,2,1
42,3,2,1,6,2,10,2,1
54,1,2,1,2,1,7,5,0
84,1,6,1,6,2,7,4,1
72,1,6,1,2,1,10,7,0
65,1,2,1,2,1,10,2,1
91,1,2,1,2,1,10,2,1
96,1,2,1,2,1,7,3,1
78,1,6,1,2,1,10,3,1
50,3,7,1,5,1,10,1,0
102,1,2,1,2,1,7,4,1
90,1,2,1,5,1,7,7,1
91,1,2,1,2,1,7,5,1
200,1,2,1,2,1,10,2,1
96,1,6,1,2,1,10,3,1
94,1,8,1,10,1,10,3,1
143,1,6,1,2,1,10,3,1
108,1,2,1,2,1,7,4,1
104,1,6,1,10,1,7,1,1
104,1,2,1,2,1,10,4,1
132,1,6,1,2,1,7,4,1
104,1,6,1,2,1,7,4,1
117,1,6,1,10,1,7,2,1
108,1,2,1,2,1,7,4,1
24,3,7,4,10,1,10,2,1
117,1,6,1,10,1,10,8,0
40,3,7,4,10,1,10,7,0
63,3,7,4,10,1,10,9,0
96,1,2,1,2,1,10,5,1
108,1,2,1,2,1,7,4,1
77,3,6,1,7,1,10,1,1
63,3,7,1,10,1,10,7,0
12,3,7,6,10,4,10,2,0
96,1,2,6,10,1,10,1,1
40,3,5,1,10,1,10,5,0
36,3,5,1,10,1,10,5,0
48,1,6,1,10,1,10,8,0
36,3,7,1,10,1,10,5,0
36,3,5,1,10,1,10,1,1
26,4,6,6,10,3,10,5,0
45,3,7,1,10,1,10,3,1
42,3,6,1,10,1,10,6,0
32,4,7,1,10,1,10,4,1
36,3,7,1,10,1,10,2,1
24,3,5,1,10,1,10,2,1
90,1,2,1,10,1,10,1,1
90,1,2,1,10,1,7,4,1
84,1,2,1,2,1,7,5,1
30,3,7,6,2,1,7,4,1
91,1,2,1,10,1,7,4,1
72,1,2,1,10,1,7,3,1
91,1,6,1,10,1,10,4,1
66,1,6,6,2,1,7,3,1
91,1,2,1,10,1,7,3,1
72,1,6,1,10,1,10,4,0
90,1,2,1,10,1,10,9,0
35,6,6,1,10,1,10,4,0
108,3,6,1,4,1,4,6,1
24,6,6,6,10,2,10,5,0
78,1,2,1,10,1,10,8,0
60,1,6,6,10,1,7,4,1
120,1,6,1,10,1,7,2,1
96,1,7,1,10,1,10,2,1
30,3,6,6,10,1,10,4,0
50,1,6,1,3,1,4,3,1
115,1,6,1,3,1,4,3,1
120,1,1,1,2,1,4,2,1
99,3,6,1,3,1,4,4,1
104,1,6,1,3,1,4,6,1
120,3,5,1,3,1,4,3,1
108,4,5,1,3,1,4,7,0
84,3,6,1,3,1,4,5,1
150,1,2,1,3,1,3,6,1
72,7,6,1,7,1,4,5,1
60,7,6,1,3,1,4,5,1
70,3,6,1,7,1,4,6,1
200,3,6,1,3,1,4,4,1
60,3,5,2,3,1,4,5,1
50,1,2,1,3,1,4,5,1
40,7,6,1,3,1,4,1,1
48,7,6,1,2,1,4,1,1
28,3,5,2,3,2,4,5,1
36,3,5,1,5,1,4,3,1
35,3,5,6,3,1,4,9,1
36,3,6,1,3,1,4,3,1
200,1,4,1,2,1,4,4,1
120,3,6,1,3,1,4,7,1
48,3,6,1,2,1,4,4,1
227,3,6,1,3,1,4,3,1
48,3,6,1,5,1,4,2,1
104,1,4,1,5,1,4,2,1
281,1,4,1,5,1,4,3,1
200,1,4,1,4,1,4,5,1
100,1,4,1,2,1,4,6,1
240,1,4,1,3,1,4,2,1
200,3,5,1,3,1,2,5,1
140,3,6,1,3,1,4,5,1
212,1,6,1,3,1,4,4,1
125,1,4,1,3,1,4,2,1
480,3,5,1,5,1,4,4,1
96,3,6,1,3,1,4,4,1
54,3,6,1,3,1,4,3,1
120,3,6,1,2,1,4,6,1
150,1,4,1,3,1,4,11,1
36,1,4,1,2,1,4,6,1
70,3,6,1,2,1,4,5,1
75,1,6,1,3,1,4,5,1
200,1,4,1,2,1,4,7,1
96,1,4,1,2,1,4,6,1
20,1,4,1,2,1,4,3,1
300,1,4,1,2,1,3,4,1
60,1,6,1,2,1,4,2,1
88,1,4,1,2,1,4,3,1
72,1,6,1,7,3,4,5,1
63,1,6,1,7,3,4,5,1
100,3,5,1,8,3,4,3,1
40,3,6,1,7,3,4,6,1
84,3,5,1,7,3,4,6,1
124,3,5,1,7,3,4,5,1
91,3,5,1,7,3,4,2,1
135,3,5,1,2,3,4,6,1
28,3,5,1,7,3,4,2,1
80,3,5,1,7,3,4,3,1
80,3,6,1,8,2,4,3,1
24,3,5,6,8,3,10,3,1
114,1,2,1,8,2,4,3,1
80,3,6,1,8,1,10,4,1
32,3,5,6,8,3,10,4,1
63,3,5,1,7,1,4,4,1
35,3,5,6,8,3,10,1,1
35,3,5,6,8,3,4,3,1
35,3,5,1,8,3,10,5,1
112,4,6,2,8,1,4,6,1
45,3,6,1,8,3,10,6,1
72,3,5,1,8,3,10,3,1
63,3,5,1,8,3,4,2,1
63,1,6,1,7,3,4,3,1
50,3,6,1,8,3,10,4,1
77,3,5,1,7,3,4,6,1
35,3,5,1,8,3,10,5,1
56,3,6,2,8,3,10,5,1
42,3,5,6,8,3,4,4,1
90,3,7,1,8,3,4,3,1
35,3,5,1,6,1,4,1,1
90,3,6,1,7,1,4,3,1
30,3,4,1,7,3,10,3,1
140,3,6,1,7,1,4,5,1
35,1,6,2,2,2,4,1,1
35,3,6,1,7,1,4,3,1
45,3,6,6,7,1,4,4,1
60,3,6,1,7,2,4,3,1
77,3,6,6,7,1,4,4,1
20,3,5,6,7,2,10,1,1
144,3,5,1,7,1,4,3,1
135,1,6,2,7,1,4,5,1
150,2,5,1,7,1,3,2,1
35,3,5,1,7,1,4,2,1
60,3,5,1,7,1,4,3,1
120,3,5,1,7,1,4,6,1
98,3,6,2,9,1,4,2,1
32,3,6,1,6,2,4,3,1
75,3,5,6,7,1,4,3,1
70,1,6,1,7,1,4,3,1
77,1,6,1,8,1,4,4,1
96,1,6,1,2,1,4,6,1
60,3,5,6,2,1,4,5,1
98,1,2,1,2,1,4,6,1
70,1,2,1,2,1,4,3,1
78,1,6,1,2,1,4,4,1
104,3,6,1,2,1,4,5,1
98,1,2,1,2,1,4,3,1
96,3,6,1,2,1,4,2,1
152,3,6,1,2,1,4,6,1
81,3,5,1,7,3,10,11,1
72,3,6,6,9,2,4,4,1
36,3,5,6,7,3,10,5,1
108,1,2,1,2,1,4,5,1
39,3,5,6,7,3,10,2,1
54,3,5,1,7,3,10,3,1
49,3,6,6,9,2,10,7,1
168,3,6,6,5,1,4,4,1
72,3,6,1,9,1,4,5,1
91,1,6,6,2,1,10,6,1
77,1,6,1,7,1,4,2,1
45,3,6,1,7,3,10,5,1
66,1,6,1,7,1,4,3,1
63,3,6,1,2,1,4,4,1
91,3,6,1,7,1,4,2,1
40,3,6,1,7,2,4,6,1
35,3,6,6,7,4,10,1,1
35,3,6,6,7,4,10,9,0
66,3,6,1,7,1,4,2,1
13,3,5,6,2,2,4,1,1
96,1,2,1,2,1,4,4,1
35,3,6,1,2,1,4,5,1
91,3,6,1,2,1,4,2,1
54,3,5,1,5,1,4,7,1
72,1,6,1,4,1,4,3,1
135,1,6,1,3,1,4,3,1
63,3,6,1,3,1,10,4,1
98,3,5,1,3,1,4,2,1
54,3,6,6,2,1,4,3,1
40,3,5,6,5,1,4,5,1
54,3,6,1,2,1,4,6,1
63,1,4,1,2,1,4,2,1
77,1,2,1,3,1,4,1,1
170,1,4,1,3,1,4,7,1
135,1,6,1,3,1,4,3,1
70,3,6,1,2,1,4,7,1
60,3,6,1,2,1,4,3,1
42,3,6,1,3,1,10,6,1
35,3,6,6,2,1,4,4,0
96,1,6,1,3,1,4,3,1
105,3,6,1,5,1,4,5,1
49,3,6,1,3,1,4,5,0
66,3,6,1,3,1,4,4,0
91,3,5,1,3,1,4,3,1
66,3,6,4,3,1,4,7,0
77,3,4,1,3,1,4,5,1
56,3,5,2,3,1,4,3,1
110,1,2,1,3,1,4,4,1
66,3,6,1,7,2,4,4,0
88,3,5,2,5,1,4,3,1
63,1,2,1,3,1,4,2,1
45,3,6,6,3,4,10,3,1
77,3,6,1,3,1,4,4,1
42,3,6,1,3,2,4,1,1
84,3,5,1,3,1,4,4,1
60,3,5,6,3,1,4,3,1
36,3,4,6,3,2,4,3,1
70,3,6,1,3,1,4,6,1
165,1,2,1,3,1,4,3,1
70,3,6,1,3,1,4,3,1
63,3,5,6,3,1,4,5,1
99,1,1,1,3,1,4,4,1
34,3,5,6,3,2,4,3,1
35,3,5,6,3,1,4,6,1
66,3,6,1,3,1,4,5,1
40,1,6,1,3,1,4,2,1
150,1,2,1,3,1,3,5,1
25,3,6,6,3,1,4,5,1
30,3,6,6,3,2,4,5,0
47,3,5,6,3,2,4,8,1
44,1,6,1,3,1,4,5,1
72,3,5,2,3,1,4,3,1
50,1,2,1,3,1,4,3,1
72,3,6,1,3,1,4,6,1
60,1,6,1,3,1,4,3,1
49,1,2,1,3,1,4,4,1
70,3,6,1,3,1,4,5,1
204,1,2,1,3,1,4,8,1
54,3,5,6,6,3,4,3,1
49,1,6,1,3,2,4,5,1
112,1,6,1,3,1,4,4,1
60,3,6,1,3,2,4,6,1
48,3,6,1,3,1,4,4,1
84,3,6,1,3,2,4,3,1
140,1,2,1,3,1,4,4,1
45,3,6,1,3,1,4,4,1
72,3,5,1,3,1,4,5,1
125,1,6,1,3,1,4,2,1
38,3,6,1,3,1,4,5,0
48,3,6,1,3,1,4,4,1
80,1,8,1,3,1,4,2,1
32,1,6,1,3,2,4,4,1
180,1,4,1,3,1,4,5,1
72,3,6,1,2,1,4,4,1
40,1,6,1,3,1,4,3,1
100,1,2,1,3,1,4,4,1
40,3,6,1,3,1,4,6,1
63,1,2,1,3,1,4,3,1
108,1,2,1,2,1,4,5,1
70,1,6,1,3,1,4,1,1
42,3,6,1,2,2,4,3,1
40,3,5,1,3,1,4,3,1
42,1,2,1,3,1,4,3,1
32,3,6,1,2,2,4,1,1
50,4,6,1,2,1,4,3,1
28,3,6,1,3,1,4,2,1
42,3,6,1,2,2,4,2,1
60,3,6,1,2,2,10,5,1
75,3,6,2,2,1,4,4,1
105,3,6,1,3,1,4,7,1
120,3,5,1,3,1,4,4,1
40,1,4,1,3,1,4,4,1
20,3,6,2,3,2,4,5,1
91,3,5,2,3,1,4,1,1
150,3,6,1,3,1,4,3,1
70,1,6,1,3,1,4,5,1
98,1,6,1,3,1,4,4,1
54,7,6,6,3,1,4,3,1
88,3,5,1,5,1,4,2,0
70,7,6,1,2,1,4,1,1
70,3,6,1,3,1,4,1,1
45,3,6,1,3,1,4,6,1
45,3,6,6,3,2,4,3,1
54,3,5,1,3,1,4,7,0
56,3,6,1,2,2,4,3,1
98,1,6,1,3,1,4,3,1
42,3,6,1,3,1,4,4,1
360,1,4,1,2,1,4,6,1
74,3,6,1,3,1,4,4,1
20,3,5,6,3,2,4,3,1
72,3,6,1,2,1,4,3,1
60,3,7,1,7,1,4,5,1
63,1,4,1,7,1,4,6,1
78,3,5,1,7,1,4,5,1
98,1,5,1,6,1,3,1,1
