Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
91,1,6,1,7,1,4,6,1
45,3,8,1,7,2,4,4,1
35,3,6,1,7,2,4,4,1
153,1,4,1,2,1,4,5,1
45,1,4,1,7,1,4,7,1
35,3,6,1,2,1,10,4,1
66,1,6,1,7,1,4,4,1
35,1,6,1,5,1,4,3,1
84,1,6,1,7,3,4,4,1
65,1,6,1,7,3,4,5,1
42,1,8,6,7,3,4,6,1
104,1,2,1,7,3,4,3,1
63,1,2,1,7,3,4,4,1
42,1,6,6,7,3,4,4,1
66,1,2,1,7,3,4,6,1
96,1,2,1,7,3,4,3,1
20,3,5,6,7,3,4,4,1
108,3,5,1,7,3,4,2,1
63,3,5,6,7,3,10,3,1
54,3,5,1,7,3,4,3,1
30,3,6,6,7,3,4,4,1
54,3,6,6,7,3,4,4,1
30,3,5,6,7,3,10,3,1
108,3,5,1,7,3,4,2,1
54,3,5,6,7,3,4,6,1
63,1,6,6,7,3,4,4,1
105,3,5,1,7,3,4,4,0
49,3,6,1,7,2,10,2,0
63,1,6,1,7,1,1,2,1
96,1,6,1,2,1,4,7,1
64,3,5,6,2,2,4,3,1
99,3,6,1,2,1,4,3,1
42,1,4,1,2,1,4,3,1
65,3,6,1,7,1,4,3,1
54,1,4,1,2,1,4,1,1
54,1,6,6,2,2,4,3,1
99,3,5,1,6,1,4,7,1
28,3,6,6,4,2,10,3,1
50,3,6,1,5,2,10,4,0
63,3,5,1,5,1,10,4,1
98,1,6,1,4,1,4,3,1
18,3,5,6,4,2,4,4,0
98,3,5,1,6,1,10,3,1
60,3,5,2,5,1,10,4,1
84,1,6,6,5,1,10,5,1
60,3,6,2,5,1,10,3,1
35,3,8,1,6,2,10,2,1
77,3,6,1,5,1,10,5,1
91,3,6,1,5,1,4,6,1
91,1,2,1,2,1,4,5,1
82,3,6,1,4,1,4,5,1
48,3,5,1,5,1,4,3,1
102,1,6,1,6,1,4,5,1
60,3,5,6,5,2,10,2,1
63,3,6,6,4,2,10,4,1
66,3,6,1,4,2,10,2,1
54,3,6,1,2,1,4,4,1
24,3,6,1,5,1,10,6,1
35,3,5,6,5,2,7,2,1
72,1,6,1,2,1,4,2,1
104,1,6,1,5,1,4,4,1
113,1,4,1,2,1,4,4,1
35,3,6,1,2,1,4,5,1
24,1,4,6,4,1,4,4,1
99,1,2,1,2,1,4,3,1
42,3,6,1,2,2,4,4,1
70,3,6,1,4,1,10,5,1
63,3,6,1,5,1,4,3,1
63,3,6,1,5,1,4,4,1
90,3,6,1,5,2,4,3,1
63,1,6,6,5,1,4,3,1
32,1,4,1,5,1,4,2,1
60,1,4,1,5,1,4,4,1
77,1,6,1,5,1,4,4,1
70,1,4,1,5,1,10,2,1
77,1,2,1,5,1,4,3,1
72,3,6,1,5,1,4,3,1
62,1,2,1,2,1,4,1,1
93,1,2,1,2,1,4,2,1
104,3,6,1,2,1,4,5,1
198,1,2,1,4,1,4,5,1
80,3,6,1,2,1,4,6,1
132,3,6,1,5,1,4,3,1
72,3,6,1,2,1,4,3,1
292,1,2,1,2,1,4,8,1
42,1,6,1,4,1,4,3,1
140,1,2,1,5,1,4,4,1
35,3,8,2,5,1,10,4,1
120,1,2,1,6,1,4,3,1
108,1,6,1,5,1,4,3,1
63,3,6,2,2,1,4,3,1
35,3,6,1,5,2,10,4,1
112,1,2,1,5,1,4,4,1
120,1,2,1,5,1,4,4,1
77,1,2,1,4,1,4,4,1
90,1,2,1,5,1,4,5,1
120,1,6,1,7,1,4,4,1
48,1,2,1,4,1,4,3,1
91,3,6,1,8,1,4,3,1
63,3,6,2,8,1,4,3,1
35,3,8,2,8,1,4,3,0
140,1,2,1,2,1,4,5,1
63,3,6,1,7,2,4,3,1
35,3,8,1,8,1,10,4,1
112,1,2,1,2,1,4,3,1
114,3,2,1,8,1,4,3,1
63,3,6,1,2,1,4,6,1
98,1,6,2,5,1,4,2,1
105,1,6,1,5,1,4,2,0
108,3,6,1,6,1,4,5,1
120,1,2,1,5,1,4,5,1
91,3,6,1,2,1,4,4,1
136,3,6,1,2,1,4,7,1
91,3,6,1,4,1,4,4,1
84,3,6,1,6,1,4,6,0
77,3,6,6,5,1,4,3,1
77,3,6,1,7,1,10,2,1
45,3,6,1,7,1,4,4,1
50,3,6,1,7,1,4,7,1
84,3,6,1,7,1,4,5,1
36,3,6,6,7,2,10,5,0
36,3,6,6,7,1,10,1,1
54,3,6,1,7,1,4,4,1
50,3,6,1,7,1,10,4,1
122,1,6,1,7,1,4,3,1
72,3,6,1,7,1,10,6,0
63,3,6,1,6,1,10,3,1
91,1,2,1,5,1,4,6,1
91,3,6,1,7,1,4,4,1
72,3,6,6,6,2,4,3,1
49,3,6,6,5,1,10,4,1
78,3,6,6,6,1,4,4,1
50,3,6,6,5,1,10,3,1
55,1,6,1,6,1,4,3,1
96,3,6,6,5,1,10,3,1
78,3,6,1,2,1,4,3,1
35,1,8,4,5,2,4,4,1
96,3,6,6,5,2,10,2,1
77,3,6,1,6,1,4,2,1
42,3,6,1,2,2,4,4,1
54,3,6,1,5,1,4,5,1
84,3,6,1,6,2,10,4,0
180,3,6,1,6,1,4,7,1
35,3,6,2,6,2,4,3,1
105,3,6,1,6,1,4,4,1
192,1,6,1,6,1,4,4,1
139,1,2,1,8,1,10,6,1
84,1,2,1,5,1,4,3,1
96,3,6,1,8,2,4,5,1
84,3,6,1,5,2,4,4,1
48,3,6,1,8,2,4,4,1
48,3,6,1,6,1,4,2,1
120,1,2,1,5,2,4,2,1
54,3,6,1,8,1,4,4,1
60,1,6,1,5,1,10,3,1
312,1,2,1,7,1,4,4,1
35,3,6,2,5,2,10,1,1
63,1,2,1,5,1,4,3,1
99,1,6,1,5,1,4,4,1
40,3,6,1,5,1,4,2,1
72,1,6,1,5,1,4,5,1
84,3,6,1,5,1,4,4,1
72,1,2,1,2,1,4,4,1
55,3,6,1,5,1,4,4,1
63,3,6,1,5,1,4,4,1
63,3,6,1,5,2,4,4,1
56,3,6,1,5,1,10,6,0
114,1,6,1,5,1,4,2,1
114,1,6,1,5,1,4,4,1
48,3,6,1,2,2,4,3,1
40,3,6,1,6,2,10,2,1
105,1,6,1,5,1,4,5,1
63,3,6,1,5,2,10,4,1
72,3,6,1,5,2,10,2,1
45,3,6,1,5,1,4,4,1
32,3,6,1,4,1,10,2,1
66,3,6,6,5,2,10,2,1
66,3,6,1,5,1,10,5,1
96,3,6,1,5,1,4,3,1
66,3,6,1,5,1,4,4,1
96,1,6,1,5,1,4,3,1
135,3,6,1,5,1,10,3,1
67,3,6,1,5,1,10,5,1
96,2,6,1,5,1,10,5,1
72,3,6,1,6,1,10,5,1
66,3,6,1,5,1,4,3,1
45,3,8,1,5,1,10,2,1
57,3,6,1,6,1,10,3,1
65,3,8,1,5,1,4,5,1
58,3,8,1,5,1,10,4,1
47,3,6,1,6,1,4,3,1
59,3,6,1,5,1,10,3,1
42,3,8,1,5,1,10,2,1
58,3,8,1,5,2,10,4,1
108,1,6,1,5,1,4,5,1
66,3,6,1,5,1,4,3,1
120,1,2,1,4,1,4,4,1
63,3,6,1,6,1,4,10,1
144,1,2,1,5,1,4,4,1
54,1,6,1,5,1,4,4,1
54,3,5,6,6,1,4,4,1
45,3,6,2,5,2,4,5,1
90,1,2,1,5,1,4,7,1
54,3,6,1,5,2,4,2,1
182,3,6,1,5,1,4,6,1
54,3,6,1,2,1,4,5,1
47,3,6,1,5,3,1,4,0
50,3,6,6,5,1,0,1,1
72,1,2,1,5,1,4,7,1
36,3,6,1,5,1,4,3,1
50,3,2,1,6,1,4,1,1
60,3,6,1,5,1,4,2,1
72,3,6,1,7,1,4,4,1
66,1,6,1,5,1,1,3,1
96,1,2,1,5,1,4,2,1
66,1,6,1,5,1,4,4,1
60,3,6,1,6,2,10,4,1
80,1,2,1,5,1,10,3,1
98,3,6,1,5,1,4,3,1
92,3,6,1,5,1,10,3,1
56,3,6,1,6,1,4,3,1
98,1,2,1,5,1,10,3,1
99,3,6,1,5,1,10,4,1
57,3,8,1,5,2,10,4,1
70,3,6,1,5,1,10,2,1
111,3,8,1,5,1,10,1,1
60,4,5,1,6,2,10,2,1
96,3,5,1,5,1,4,6,1
54,3,6,1,6,1,10,3,1
60,3,5,2,5,1,4,3,1
80,3,5,1,4,1,10,5,1
56,3,2,2,6,1,4,5,1
84,3,5,1,6,1,10,5,1
72,3,6,1,5,2,4,3,1
88,1,2,1,5,1,10,4,1
80,3,5,1,5,1,4,3,1
120,3,5,1,6,1,4,5,1
54,3,5,1,6,2,10,2,1
49,3,5,1,5,1,4,1,1
63,3,6,1,6,1,4,4,1
77,3,5,1,5,1,4,5,1
72,3,5,1,6,1,4,2,1
66,3,5,2,6,1,4,2,1
100,3,5,1,2,1,4,3,1
120,3,5,1,6,1,4,4,1
54,3,5,1,5,1,4,3,1
115,1,6,1,5,1,4,4,1
136,3,5,1,5,1,4,4,1
128,3,5,1,5,1,10,6,1
72,3,5,1,5,1,10,2,1
128,3,6,1,2,1,4,5,1
60,3,6,1,5,1,4,4,1
84,3,6,1,5,1,4,6,1
62,3,6,1,5,1,10,3,1
112,3,6,1,5,1,10,4,1
108,3,5,2,5,1,4,5,1
70,1,6,1,5,1,4,5,1
54,3,6,1,5,1,4,4,1
42,3,6,1,5,1,4,1,1
35,3,6,1,5,1,4,5,1
24,3,8,6,6,2,10,2,1
54,3,6,1,5,1,10,3,1
77,1,6,1,5,1,4,2,1
54,3,6,2,5,1,10,3,1
54,3,6,1,5,1,4,5,1
66,3,6,1,5,1,4,3,1
150,1,2,1,2,1,4,3,1
48,3,6,1,5,1,10,6,0
108,3,6,1,5,1,4,4,1
165,1,2,1,4,1,4,2,1
45,3,6,6,2,2,4,3,1
45,3,6,1,4,1,10,4,1
276,1,2,1,4,1,3,6,1
45,3,6,1,4,1,4,3,1
153,1,2,1,4,1,4,4,1
54,3,6,1,4,1,4,8,0
80,3,6,1,2,1,4,3,1
57,3,6,1,4,1,4,8,1
47,3,6,1,4,2,10,4,0
98,1,6,1,4,1,4,6,1
119,1,1,1,4,1,4,5,1
43,3,5,1,2,1,4,3,1
63,3,5,1,6,1,4,4,1
48,3,6,1,2,1,4,4,1
42,3,5,1,4,1,4,4,1
40,3,6,1,4,1,4,5,1
110,1,2,1,2,1,4,2,1
98,1,6,1,2,1,4,1,1
230,1,2,1,2,1,3,5,1
252,1,2,1,4,1,7,2,1
450,1,2,1,2,1,4,7,1
120,1,2,1,2,1,4,3,1
21,3,6,2,4,2,4,2,1
110,1,2,1,2,1,4,5,1
50,3,6,6,2,2,4,4,1
30,1,2,2,2,1,4,5,1
72,3,6,1,7,1,4,4,1
60,3,5,1,7,1,4,7,0
126,1,2,6,7,1,4,3,1
35,3,2,1,7,1,7,2,1
72,1,2,1,7,1,4,10,1
40,7,6,1,7,1,4,4,1
70,1,2,1,7,1,4,6,0
35,3,6,1,7,1,4,4,1
24,1,2,1,2,1,4,5,1
60,3,5,1,7,1,4,3,1
91,1,6,1,2,1,4,2,1
20,3,6,1,3,2,10,2,0
54,1,2,1,3,1,4,5,1
104,1,2,1,4,1,4,4,1
72,1,2,1,2,1,3,4,1
96,1,2,1,1,1,4,4,1
10,3,6,1,2,1,4,2,1
89,1,2,1,2,1,4,4,1
112,1,2,1,2,1,2,4,1
108,1,2,1,4,1,4,3,1
91,1,2,1,2,1,4,3,1
105,1,2,1,2,1,4,3,1
35,3,6,1,4,1,4,5,1
276,1,2,1,2,1,4,3,1
12,3,6,2,2,2,4,3,1
48,1,6,1,2,2,4,1,1
20,1,2,1,2,1,4,3,1
98,1,2,1,2,1,4,2,1
21,3,6,1,2,2,4,3,1
21,3,6,1,4,2,4,4,1
80,3,5,6,2,1,4,4,1
78,3,5,1,2,1,4,8,1
228,3,5,1,2,1,4,5,1
112,3,5,1,2,1,4,4,1
35,3,5,1,7,1,4,5,1
40,3,5,6,7,1,4,6,0
15,3,5,6,2,1,4,4,1
49,3,5,1,2,1,4,3,1
91,3,5,1,2,1,4,7,1
84,3,5,1,2,1,4,6,1
35,7,6,1,2,1,4,5,1
44,3,6,1,7,1,4,2,1
77,1,6,1,3,1,4,4,1
50,3,5,1,7,1,4,6,1
42,3,6,1,7,1,4,5,0
35,3,5,6,7,1,4,5,1
165,1,6,1,2,1,4,5,1
35,1,2,1,7,1,4,2,1
126,1,6,1,2,1,4,4,1
63,3,6,6,7,1,4,3,1
45,3,6,1,2,1,4,4,1
77,3,5,6,10,4,4,2,1
45,3,5,1,2,1,4,3,1
115,1,6,1,2,1,4,5,1
28,3,5,6,7,2,10,3,1
128,1,6,1,2,1,4,5,1
48,1,2,1,2,1,4,3,1
104,3,5,6,7,1,10,8,1
49,3,5,6,7,1,10,9,0
18,3,5,6,6,3,4,2,0
42,3,5,6,7,1,4,6,0
68,3,5,6,7,1,4,6,1
130,3,5,6,6,3,4,2,1
24,3,5,6,7,2,10,4,0
35,7,6,1,2,4,4,3,0
63,3,5,6,6,4,10,6,1
136,1,6,1,2,1,4,5,1
56,3,5,1,5,1,4,3,1
65,3,6,1,6,1,4,6,1
98,1,2,1,2,1,4,5,1
98,1,6,1,5,1,4,5,1
72,1,6,1,5,1,4,3,1
70,1,6,1,6,1,4,3,1
54,3,6,1,5,1,4,4,1
84,3,2,1,5,2,4,3,1
35,3,6,1,5,1,4,4,1
63,3,6,1,5,1,4,7,1
35,1,6,1,5,1,4,1,1
54,1,6,1,2,1,4,5,1
84,3,5,1,2,1,4,4,1
48,3,6,6,2,3,4,4,1
106,1,2,1,2,1,4,4,1
42,3,6,6,2,1,4,3,1
45,3,6,1,2,1,4,2,1
35,3,6,2,5,2,4,5,0
42,3,6,6,2,1,4,4,1
71,1,2,1,2,1,4,5,1
48,1,6,1,2,1,4,3,1
35,3,6,6,7,1,4,2,1
60,3,5,1,5,1,4,3,1
45,3,5,1,5,1,4,7,1
84,3,5,6,7,1,4,3,1
35,3,6,1,5,3,4,4,1
35,3,5,6,5,3,4,1,1
35,3,5,6,5,3,4,4,1
35,3,5,6,7,1,4,1,1
55,3,5,1,5,1,4,4,1
77,3,5,6,5,1,4,5,1
45,1,6,1,2,4,10,1,1
35,3,5,6,7,2,4,2,1
54,3,6,6,7,2,4,6,0
35,3,6,1,7,2,4,4,0
119,1,2,1,4,1,4,5,1
54,3,6,6,7,2,4,6,0
83,1,6,1,3,2,4,4,1
45,3,6,6,5,2,4,4,1
135,1,2,1,5,1,4,4,1
55,3,6,1,2,1,4,3,1
93,1,2,1,2,1,4,2,1
105,1,2,1,2,1,4,1,1
65,3,6,6,7,1,4,4,1
84,1,6,1,7,1,4,6,1
60,3,6,1,2,1,4,2,1
32,3,5,6,7,4,4,1,1
57,1,6,1,7,1,4,4,1
30,1,6,1,2,1,4,4,1
104,1,2,1,2,1,4,4,1
117,1,6,1,7,1,4,4,1
64,1,6,1,2,1,4,5,1
84,1,2,1,2,1,4,2,1
70,1,2,1,2,1,4,4,1
42,1,2,1,2,1,4,4,1
60,6,6,1,3,1,4,3,1
45,3,6,1,2,1,4,3,1
45,3,6,1,3,1,4,3,1
27,1,6,1,2,1,4,2,1
40,3,6,1,2,2,4,2,1
72,3,6,1,3,1,4,2,1
58,3,5,1,3,1,4,8,1
45,3,5,6,3,3,4,2,1
117,3,5,6,3,1,4,7,1
32,3,6,2,3,3,4,5,1
56,3,6,1,3,1,4,3,1
84,3,5,6,3,1,4,4,1
56,3,5,2,3,1,4,1,1
56,3,5,1,3,1,4,4,1
91,3,5,6,3,1,4,4,1
98,3,5,6,3,1,10,4,0
150,1,2,1,2,1,4,5,1
54,1,2,2,2,2,7,2,1
80,3,6,1,2,1,4,5,1
45,1,2,1,3,1,4,3,1
63,3,6,1,2,1,4,8,1
96,1,2,1,2,1,4,3,1
84,1,2,1,2,1,4,2,1
42,1,6,1,2,1,4,2,1
190,1,2,1,2,1,4,4,1
72,1,2,1,2,1,4,3,1
21,3,5,6,2,2,10,3,1
35,3,6,6,2,1,4,5,0
77,3,5,1,5,1,4,3,1
64,3,6,1,2,1,4,5,0
45,3,5,6,4,1,4,5,1
112,1,6,1,5,1,4,3,1
56,3,6,1,2,1,4,5,1
105,3,5,1,2,1,4,2,1
63,3,6,6,2,2,10,1,1
30,3,5,6,5,2,4,3,1
184,1,6,6,2,1,7,4,1
270,1,2,1,5,1,10,4,1
375,1,2,1,2,1,4,6,1
324,1,6,1,2,1,4,3,1
350,1,2,1,2,1,4,3,1
300,1,2,1,1,1,4,3,1
225,3,6,6,2,1,10,9,1
28,3,6,1,2,1,4,3,1
98,3,6,6,2,1,4,3,1
116,1,6,1,2,1,4,4,1
84,1,6,6,2,1,4,5,0
40,1,2,1,5,1,4,4,1
45,3,5,6,5,2,4,4,1
45,1,4,6,5,1,4,2,1
45,1,6,6,4,1,4,3,1
21,3,6,6,2,1,4,4,0
120,1,6,6,2,1,4,7,0
40,3,6,6,5,2,4,5,1
112,1,6,1,4,1,4,4,1
35,3,5,6,5,2,10,1,1
375,1,2,1,3,1,4,6,0
50,3,5,6,7,1,10,7,0
375,1,2,1,7,1,4,5,1
195,3,6,6,2,4,4,3,0
120,1,2,1,2,1,4,6,1
375,1,6,1,7,1,4,6,1
150,3,6,1,7,2,4,4,0
375,1,2,1,2,1,4,3,1
375,1,6,6,7,1,10,6,1
375,1,2,1,2,1,4,3,1
54,3,6,6,5,2,10,3,1
65,1,2,1,7,1,10,4,1
20,4,7,6,6,4,10,3,0
140,1,6,1,6,1,4,3,1
96,3,6,1,5,1,4,7,1
24,3,6,2,7,2,4,2,1
35,3,6,1,9,1,4,1,1
42,3,6,2,7,2,4,3,1
68,3,6,1,9,1,4,4,1
66,3,5,1,9,1,4,6,1
105,1,2,1,2,1,4,3,1
60,1,2,1,5,1,4,5,1
108,1,6,1,5,1,4,4,1
144,1,2,1,2,1,4,4,1
45,3,6,1,2,1,4,4,1
30,3,5,2,5,1,4,3,0
78,3,6,1,5,1,4,4,1
120,1,6,1,2,1,4,3,1
70,3,6,1,2,1,4,4,1
96,1,6,1,2,1,4,6,1
91,1,2,1,5,1,4,5,1
48,3,5,6,6,1,4,4,0
38,3,5,1,8,1,10,4,0
120,3,5,6,4,1,4,6,1
42,3,5,1,4,1,4,4,1
84,1,6,1,2,1,4,7,1
12,3,5,6,7,1,4,4,0
77,3,5,1,5,3,4,2,1
24,3,5,6,4,1,4,2,1
144,3,5,1,6,1,4,3,1
25,3,8,1,5,1,4,6,1
42,3,6,1,2,1,4,4,1
117,1,6,1,2,1,4,7,0
99,3,6,1,3,1,4,2,1
133,1,6,2,2,1,4,3,1
35,3,6,1,3,1,4,4,1
45,7,6,1,2,1,4,6,1
88,1,6,1,3,1,4,4,1
204,1,6,1,3,1,4,4,1
48,3,6,1,2,1,4,2,1
50,3,6,1,2,1,4,2,1
63,3,6,1,2,1,4,5,1
100,3,6,1,2,1,4,5,1
48,1,6,1,2,1,4,3,1
78,1,2,1,2,1,4,7,1
340,1,2,1,2,1,4,5,1
270,1,2,1,2,1,4,6,1
300,3,6,6,3,1,4,4,1
20,3,6,1,2,1,10,1,1
72,1,6,1,2,1,10,1,1
152,3,5,1,5,1,4,2,1
42,3,6,2,5,2,4,3,1
240,1,2,1,5,1,4,4,1
91,3,5,1,5,1,4,6,0
91,4,6,1,7,1,4,3,1
63,3,5,1,5,1,4,4,0
176,1,2,1,2,1,4,6,1
45,3,5,2,4,1,4,4,1
35,7,6,1,5,1,4,3,1
234,3,5,1,5,1,4,6,1
80,1,2,1,4,1,4,3,1
192,1,6,4,4,1,4,3,1
135,1,6,4,4,1,4,3,1
105,1,6,1,4,1,4,4,1
54,1,6,1,6,1,4,3,1
56,1,6,1,4,1,4,3,1
132,3,5,1,4,1,4,5,1
24,3,6,6,5,2,4,9,1
80,1,6,1,4,1,4,8,1
42,3,6,4,4,2,4,4,1
45,3,5,1,4,1,4,5,1
63,3,5,1,4,1,4,3,1
28,7,6,1,4,1,4,3,1
49,3,6,1,4,1,4,6,1
80,3,5,2,4,1,4,4,0
63,1,6,1,4,1,4,2,1
35,3,6,1,2,1,4,2,1
35,1,6,1,4,2,4,2,1
63,3,6,6,4,2,4,5,0
72,3,5,1,4,1,4,6,1
35,1,6,1,2,1,1,5,1
54,1,6,1,4,1,4,5,1
35,3,6,1,4,1,4,4,1
70,1,6,1,4,2,4,5,1
35,3,8,1,4,1,4,3,1
31,3,6,2,2,1,0,2,1
81,1,2,1,4,1,4,3,1
135,1,2,1,2,1,4,3,1
28,3,8,1,4,2,10,3,0
45,1,6,1,4,1,4,4,0
28,3,6,1,2,1,4,2,1
120,1,2,1,2,1,4,5,1
128,3,6,1,4,1,10,5,1
63,3,8,6,4,1,10,7,0
35,7,6,1,2,1,4,4,1
72,1,6,1,4,1,4,7,1
72,3,2,1,2,1,4,4,1
42,3,5,2,2,1,4,2,1
35,3,8,2,2,1,4,5,1
30,3,6,1,2,1,4,4,1
34,3,5,4,3,2,10,4,1
184,1,6,1,3,1,4,8,1
56,3,6,2,4,1,4,3,1
24,3,6,6,2,4,4,5,1
77,1,2,1,2,1,4,5,1
45,3,6,2,2,1,4,5,1
60,3,6,1,5,4,9,2,1
42,7,6,1,3,2,4,4,1
60,3,6,1,5,4,4,8,1
81,1,6,1,3,1,4,4,1
24,7,6,1,2,1,4,3,1
54,1,6,1,2,1,4,4,1
112,1,2,1,2,1,4,5,1
63,3,6,1,2,1,4,3,1
35,3,8,2,2,2,4,2,1
54,3,6,1,5,1,10,4,1
48,3,6,1,2,1,4,3,1
32,3,6,1,2,2,4,3,1
48,1,6,1,2,2,4,1,1
50,3,6,1,2,1,4,4,1
63,3,6,1,2,1,4,7,1
105,1,6,1,3,1,4,4,1
96,3,6,1,2,1,4,4,1
84,3,6,1,2,1,4,3,1
84,3,6,1,7,4,10,1,1
40,3,6,2,2,1,4,5,1
36,3,5,1,2,1,4,4,1
35,3,8,6,2,2,4,2,1
48,3,7,1,2,1,4,3,1
42,1,6,1,1,2,3,1,1
87,3,6,6,3,2,10,2,1
36,1,2,1,2,1,4,1,1
62,1,6,1,2,1,4,5,1
54,3,7,1,2,1,4,5,0
149,1,2,1,2,1,4,4,1
30,7,6,6,2,3,4,1,1
70,7,6,1,3,1,4,7,0
72,3,6,1,2,1,4,9,1
78,1,6,1,2,1,4,4,1
54,3,6,1,3,1,10,1,0
35,3,6,1,7,1,4,3,1
119,1,2,1,2,1,4,5,1
120,1,2,1,4,1,4,5,1
20,3,2,1,2,1,4,4,1
180,3,6,1,4,2,4,6,1
210,7,6,1,2,1,4,5,1
209,1,2,1,2,1,4,4,1
72,1,2,1,2,1,4,4,1
160,1,2,1,4,1,4,4,1
63,3,6,1,2,1,4,4,1
110,1,2,1,2,1,4,1,1
270,1,2,1,2,3,7,2,1
54,3,5,6,2,3,7,4,1
70,3,5,6,2,3,4,3,1
63,3,5,4,2,3,10,1,0
135,3,5,1,2,3,4,8,1
88,3,5,1,2,3,4,6,1
108,3,5,1,2,3,7,3,1
63,3,5,1,5,3,4,4,1
63,3,5,6,5,3,7,2,1
24,3,2,2,3,1,4,3,1
35,7,5,1,3,3,4,1,1
48,1,2,1,3,1,4,3,1
77,1,2,1,3,1,4,4,1
55,1,2,1,3,1,4,5,0
54,3,5,1,3,1,4,9,1
250,1,2,1,3,1,4,4,1
72,3,5,1,3,1,4,3,1
42,3,5,6,3,2,10,1,0
70,1,2,1,3,1,7,1,1
12,3,5,6,4,1,10,4,0
56,3,5,1,4,1,3,1,1
32,3,5,6,7,2,10,2,1
96,3,2,1,4,1,4,4,1
48,3,6,2,7,1,10,2,0
105,1,2,1,4,1,4,9,1
63,3,5,4,4,1,4,3,1
54,3,5,6,7,1,10,1,0
45,3,6,6,4,1,4,3,1
28,7,5,6,7,1,4,5,1
35,3,5,2,4,1,4,4,1
35,3,6,1,4,1,10,4,0
35,7,6,2,2,2,4,4,1
54,3,6,1,7,1,4,4,1
50,3,6,1,2,4,4,2,1
77,1,2,1,4,1,4,4,1
45,3,6,1,7,1,4,3,1
96,1,2,1,4,1,4,4,1
135,1,2,1,3,1,4,7,1
54,1,2,1,2,1,4,4,1
192,1,2,1,4,1,4,2,1
77,1,6,1,2,1,3,3,1
18,1,2,1,2,1,4,4,1
63,1,6,1,2,1,4,3,1
165,1,2,1,2,1,4,5,1
48,1,2,1,2,1,4,4,1
96,1,2,1,2,1,4,4,1
96,1,2,1,4,1,3,5,1
72,1,2,1,4,1,4,5,1
70,1,2,1,2,1,4,2,1
119,1,2,1,3,1,4,4,1
72,1,6,1,7,1,4,5,1
120,3,6,1,2,1,4,8,1
60,3,6,1,2,1,4,3,1
35,3,6,2,2,1,4,1,1
36,3,6,1,2,1,4,3,1
28,7,5,1,3,2,4,2,1
200,1,2,1,2,1,4,3,1
54,3,2,1,3,1,4,5,1
61,3,6,2,2,1,4,5,1
135,1,2,1,2,1,4,2,1
42,3,5,6,2,1,7,5,0
160,3,5,1,7,1,7,5,1
35,3,5,1,2,1,7,4,1
105,1,2,1,7,1,4,4,1
108,1,2,1,5,1,10,4,1
54,1,2,1,5,1,4,2,1
63,3,5,1,5,1,10,8,0
192,1,2,1,2,1,4,6,1
35,3,5,6,4,3,10,5,1
24,3,5,6,4,3,10,4,1
75,3,5,1,7,1,7,6,1
48,3,5,1,4,3,4,2,1
24,3,5,6,4,3,10,3,1
35,7,7,4,4,3,10,7,1
20,7,7,1,4,3,10,4,1
15,3,5,6,4,3,7,1,1
68,3,5,6,4,3,10,5,1
35,4,5,6,4,3,10,5,1
108,3,5,1,4,3,4,3,1
72,1,6,1,2,1,10,5,1
48,3,5,1,7,2,10,4,1
108,1,6,1,2,1,7,1,1
28,3,5,1,7,1,4,5,0
143,1,2,1,2,1,3,4,1
24,3,7,6,7,4,10,1,1
42,4,7,1,7,1,10,1,0
63,1,2,1,7,1,10,1,1
42,3,7,6,7,1,10,4,0
45,3,5,1,2,1,4,7,1
135,3,5,1,7,1,4,2,1
45,3,5,1,2,2,4,9,0
90,3,5,1,2,1,4,4,1
91,3,5,1,2,1,4,6,1
108,1,6,1,2,1,4,6,0
77,3,5,1,7,1,4,3,1
96,3,5,1,2,1,4,4,1
120,1,2,1,2,1,4,4,1
250,1,2,1,7,1,4,6,1
18,3,5,1,2,1,7,1,1
36,3,5,1,2,1,4,5,1
54,3,5,1,7,1,10,1,1
90,3,5,1,2,1,4,5,1
150,3,5,1,2,1,4,2,1
42,3,5,1,2,1,4,4,1
45,3,5,1,2,1,4,3,1
105,3,5,1,2,1,4,3,1
90,3,5,1,7,1,7,2,1
72,3,5,1,2,1,4,5,1
60,3,5,6,7,1,10,2,1
20,3,5,6,7,1,10,5,0
40,3,5,6,2,1,4,4,1
48,3,5,6,7,1,4,2,1
42,3,6,1,2,1,0,1,1
30,3,5,2,7,2,10,3,1
24,3,5,1,7,2,7,1,1
64,3,5,1,2,1,4,6,0
36,3,5,6,2,1,4,4,1
48,3,5,6,4,3,4,3,1
142,3,5,6,2,4,7,3,1
54,1,2,1,2,3,4,7,1
42,3,5,6,4,3,9,4,1
84,3,5,6,2,4,4,4,1
55,3,6,6,4,4,10,6,1
54,3,5,6,4,3,9,3,1
42,4,6,6,4,3,10,2,1
60,3,5,6,4,3,10,5,1
35,3,6,1,4,3,10,4,1
42,3,5,6,2,3,4,4,1
40,3,5,6,7,3,4,2,1
105,3,5,6,7,3,4,6,0
35,3,5,1,7,3,9,5,1
60,3,5,6,7,3,4,6,0
20,3,7,6,7,3,4,6,1
104,3,5,1,7,3,4,9,1
84,3,5,6,2,3,4,1,1
78,3,5,6,2,3,10,3,1
45,3,5,6,7,3,9,7,0
50,1,2,1,7,1,4,2,1
